package,versions,declared_license,source
send,1.2.1,MIT,https://github.com/pillarjs/send#readme
serve-static,2.2.1,MIT,https://github.com/expressjs/serve-static#readme
set-cookie-parser,3.1.2,MIT,https://github.com/nfriedly/set-cookie-parser
set-function-length,1.2.2,MIT,https://github.com/ljharb/set-function-length#readme
shebang-command,2.0.0,MIT,https://github.com/kevva/shebang-command#readme
shebang-regex,3.0.0,MIT,https://github.com/sindresorhus/shebang-regex#readme
side-channel,1.1.1,MIT,https://github.com/ljharb/side-channel#readme
side-channel-list,1.0.1,MIT,https://github.com/ljharb/side-channel-list#readme
side-channel-map,1.0.1,MIT,https://github.com/ljharb/side-channel-map#readme
side-channel-weakmap,1.0.2,MIT,https://github.com/ljharb/side-channel-weakmap#readme
simple-concat,1.0.1,MIT,https://github.com/feross/simple-concat
simple-get,4.0.1,MIT,https://github.com/feross/simple-get
slash,3.0.0,MIT,https://github.com/sindresorhus/slash#readme
slice-ansi,8.0.0,MIT,https://github.com/chalk/slice-ansi#readme
sonner,2.0.8,MIT,https://sonner.emilkowal.ski/
sort-keys,1.1.2,MIT,https://github.com/sindresorhus/sort-keys#readme
sort-keys-length,1.0.1,MIT,https://github.com/kevva/sort-keys-length#readme
space-separated-tokens,2.0.2,MIT,https://github.com/wooorm/space-separated-tokens#readme
stack-utils,2.0.6,MIT,https://github.com/tapjs/stack-utils#readme
stackback,0.0.2,MIT,https://github.com/shtylman/node-stackback#readme
standardwebhooks,1.0.0;1.1.1,MIT,https://github.com/standard-webhooks/standard-webhooks/tree/main/libraries/javascript
statuses,2.0.2,MIT,https://github.com/jshttp/statuses#readme
std-env,4.2.0,MIT,https://github.com/unjs/std-env#readme
stdin-discarder,0.2.2,MIT,https://github.com/sindresorhus/stdin-discarder#readme
streamx,2.28.1,MIT,https://github.com/mafintosh/streamx
string-width,4.2.3;7.2.0;8.2.2,MIT,https://github.com/sindresorhus/string-width#readme
string_decoder,1.3.0,MIT,https://github.com/nodejs/string_decoder
stringify-entities,4.0.4,MIT,https://github.com/wooorm/stringify-entities#readme
strip-ansi,6.0.1;7.2.0,MIT,https://github.com/chalk/strip-ansi#readme
strip-final-newline,2.0.0;3.0.0;4.0.0,MIT,https://github.com/sindresorhus/strip-final-newline#readme
stripe,20.4.1,MIT,https://github.com/stripe/stripe-node
strtok3,10.3.5,MIT,https://github.com/Borewit/strtok3#readme
style-mod,4.1.3,MIT,https://github.com/marijnh/style-mod#readme
style-to-js,1.1.21,MIT,https://github.com/remarkablemark/style-to-js#readme
style-to-object,1.0.14,MIT,https://github.com/remarkablemark/style-to-object#readme
styled-jsx,5.1.6,MIT,https://github.com/vercel/styled-jsx#readme
super-regex,1.1.0,MIT,https://github.com/sindresorhus/super-regex#readme
supports-color,8.1.1;10.2.2,MIT,https://github.com/chalk/supports-color#readme
supports-hyperlinks,4.5.0,MIT,https://github.com/chalk/supports-hyperlinks#readme
system-architecture,1.0.0,MIT,https://github.com/sindresorhus/system-architecture#readme
tagged-tag,1.0.0,MIT,https://github.com/sindresorhus/tagged-tag#readme
tailwind-merge,3.6.0,MIT,https://github.com/dcastil/tailwind-merge
tapable,2.3.3,MIT,https://github.com/webpack/tapable
tar-stream,3.1.7,MIT,https://github.com/mafintosh/tar-stream
terminal-link,5.0.0,MIT,https://github.com/sindresorhus/terminal-link#readme
terminal-size,4.0.1,MIT,https://github.com/sindresorhus/terminal-size#readme
through,2.3.8,MIT,https://github.com/dominictarr/through
time-span,5.1.0,MIT,https://github.com/sindresorhus/time-span#readme
tiny-invariant,1.3.3,MIT,https://github.com/alexreardon/tiny-invariant#readme
tinybench,2.9.0,MIT,https://github.com/tinylibs/tinybench#readme
tinyexec,1.3.1,MIT,https://github.com/tinylibs/tinyexec#readme
tinyglobby,0.2.17,MIT,https://superchupu.dev/tinyglobby
tinyrainbow,3.1.1,MIT,https://github.com/tinylibs/tinyrainbow#readme
to-buffer,1.2.2,MIT,https://github.com/browserify/to-buffer
toad-cache,3.7.4,MIT,https://github.com/kibertoad/toad-cache
toidentifier,1.0.1,MIT,https://github.com/component/toidentifier#readme
token-types,6.1.2,MIT,https://github.com/Borewit/token-types#readme
trim-lines,3.0.1,MIT,https://github.com/wooorm/trim-lines#readme
trough,2.2.0,MIT,https://github.com/wooorm/trough#readme
ts-algebra,2.0.0,MIT,https://github.com/ThomasAribart/ts-algebra#readme
tsx,4.23.13,MIT,https://tsx.hirok.io
type-is,2.1.0,MIT,https://github.com/jshttp/type-is#readme
typed-array-buffer,1.0.3,MIT,https://github.com/inspect-js/typed-array-buffer#readme
ufo,1.6.4,MIT,https://github.com/unjs/ufo#readme
uid,2.0.2,MIT,https://github.com/lukeed/uid#readme
uint8array-extras,1.5.0,MIT,https://github.com/sindresorhus/uint8array-extras#readme
ulid,3.0.2,MIT,https://github.com/ulid/javascript#readme
unbzip2-stream,1.4.3,MIT,https://github.com/regular/unbzip2-stream#readme
unctx,2.5.0,MIT,https://github.com/unjs/unctx#readme
undici,7.29.0;7.29.1;8.10.2,MIT,https://undici.nodejs.org
undici-types,7.18.2,MIT,https://undici.nodejs.org
unicorn-magic,0.1.0;0.3.0,MIT,https://github.com/sindresorhus/unicorn-magic#readme
unified,11.0.5,MIT,https://unifiedjs.com
unist-util-is,6.0.1,MIT,https://github.com/syntax-tree/unist-util-is#readme
unist-util-position,5.0.0,MIT,https://github.com/syntax-tree/unist-util-position#readme
unist-util-stringify-position,4.0.0,MIT,https://github.com/syntax-tree/unist-util-stringify-position#readme
unist-util-visit,5.1.0,MIT,https://github.com/syntax-tree/unist-util-visit#readme
unist-util-visit-parents,6.0.2,MIT,https://github.com/syntax-tree/unist-util-visit-parents#readme
universal-github-app-jwt,2.2.2,MIT,https://github.com/gr2m/universal-github-app-jwt#readme
universalify,2.0.1,MIT,https://github.com/RyanZim/universalify#readme
unpipe,1.0.0,MIT,https://github.com/stream-utils/unpipe#readme
unplugin,2.3.11,MIT,https://unplugin.unjs.io
untyped,2.0.0,MIT,https://github.com/unjs/untyped#readme
use-callback-ref,1.3.3,MIT,https://github.com/theKashey/use-callback-ref#readme
use-sidecar,1.1.3,MIT,https://github.com/theKashey/use-sidecar
use-sync-external-store,1.6.0,MIT,https://github.com/facebook/react#readme
uuid,13.0.2,MIT,https://github.com/uuidjs/uuid#readme
vary,1.1.2,MIT,https://github.com/jshttp/vary#readme
vfile,6.0.3,MIT,https://github.com/vfile/vfile#readme
vfile-message,4.0.3,MIT,https://github.com/vfile/vfile-message#readme
vite,8.2.2,MIT,https://vite.dev
vitest,4.1.11,MIT,https://vitest.dev
w3c-keyname,2.2.8,MIT,https://github.com/marijnh/w3c-keyname#readme
watchpack,2.5.1,MIT,https://github.com/webpack/watchpack
wcwidth,1.0.1,MIT,https://github.com/timoxley/wcwidth#readme
webpack-virtual-modules,0.6.2,MIT,https://github.com/sysgears/webpack-virtual-modules#readme
which-typed-array,1.1.22,MIT,https://github.com/inspect-js/which-typed-array#readme
why-is-node-running,2.3.0,MIT,https://github.com/mafintosh/why-is-node-running
widest-line,3.1.0;5.0.0;6.0.0,MIT,https://github.com/sindresorhus/widest-line#readme
wordwrap,1.0.0,MIT,https://github.com/substack/node-wordwrap#readme
wrap-ansi,7.0.0;9.0.2,MIT,https://github.com/chalk/wrap-ansi#readme
ws,8.21.3,MIT,https://github.com/websockets/ws
wsl-utils,0.1.0;0.4.0,MIT,https://github.com/sindresorhus/wsl-utils#readme
xdg-app-paths,5.1.0;5.5.1,MIT,https://github.com/rivy/js.xdg-app-paths#readme
xdg-portable,7.3.0,MIT,https://github.com/rivy/js.xdg-portable#readme
xtend,4.0.2,MIT,https://github.com/Raynos/xtend
yauzl,3.4.0,MIT,https://github.com/thejoshwolfe/yauzl
yocto-queue,1.2.2,MIT,https://github.com/sindresorhus/yocto-queue#readme
yoctocolors,2.2.0,MIT,https://github.com/sindresorhus/yoctocolors#readme
yoga-layout,3.2.1,MIT,https://yogalayout.dev/
zod,4.1.11;4.3.6;4.5.0;4.5.4,MIT,https://zod.dev
zwitch,2.0.4,MIT,https://github.com/wooorm/zwitch#readme
victory-vendor,37.3.6,MIT AND ISC,https://commerce.nearform.com/open-source/victory
nodemailer,10.0.0,MIT-0,https://nodemailer.com/
postal-mime,2.7.5,MIT-0,https://postal-mime.postalsys.com
lightningcss,1.33.0,MPL-2.0,https://github.com/parcel-bundler/lightningcss#readme
lightningcss-darwin-arm64,1.33.0,MPL-2.0,https://github.com/parcel-bundler/lightningcss#readme
@modelcontextprotocol/server-filesystem,2026.8.31,SEE LICENSE IN LICENSE,https://modelcontextprotocol.io
@anthropic-ai/claude-agent-sdk,0.3.261,Unknown,https://github.com/anthropics/claude-agent-sdk-typescript
@anthropic-ai/claude-agent-sdk-darwin-arm64,0.3.261,Unknown,
@vercel/cli-auth,0.0.1,Unknown,https://github.com/vercel/vercel#readme
opencode-darwin-arm64,1.18.29,Unknown,
fast-sha256,1.3.0,Unlicense,https://github.com/dchest/fast-sha256-js#readme
tweetnacl,1.0.3,Unlicense,https://tweetnacl.js.org
